"Name","distinguishedName","Version","ModifiedDate","SDDL"
"Computer","CN=Computer,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;AO)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPCRLCLORCSDDT;;;CO)(OA;;WP;4c164200-20c0-11d0-a768-00aa006e0529;;CO)(A;;RPLCLORC;;;AU)(OA;;CR;ab721a53-1e2f-11d0-9819-00aa0040529b;;WD)(A;;CCDC;;;PS)(OA;;CCDC;bf967aa8-0de6-11d0-a285-00aa003049e2;;PO)(OA;;RPWP;bf967a7f-0de6-11d0-a285-00aa003049e2;;CA)(OA;;SW;f3a64788-5306-11d1-a9c5-0000f80367c1;;PS)(OA;;RPWP;77B5B886-944A-11d1-AEBD-0000F80367C1;;PS)(OA;;SW;72e39547-7b18-11d1-adef-00c04fd8d5cd;;PS)(OA;;SW;72e39547-7b18-11d1-adef-00c04fd8d5cd;;CO)(OA;;SW;f3a64788-5306-11d1-a9c5-0000f80367c1;;CO)(OA;;WP;3e0abfd0-126a-11d0-a060-00aa006c33ed;bf967a86-0de6-11d0-a285-00aa003049e2;CO)(OA;;WP;5f202010-79a5-11d0-9020-00c04fc2d4cf;bf967a86-0de6-11d0-a285-00aa003049e2;CO)(OA;;WP;bf967950-0de6-11d0-a285-00aa003049e2;bf967a86-0de6-11d0-a285-00aa003049e2;CO)(OA;;WP;bf967953-0de6-11d0-a285-00aa003049e2;bf967a86-0de6-11d0-a285-00aa003049e2;CO)(OA;;RP;46a9b11d-60ae-405a-b7e8-ff8a58d456d2;;S-1-5-32-560)  "
"Remote-Storage-Service-Point","CN=Remote-Storage-Service-Point,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPLCLORC;;;AU)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;DA)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;CO)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;SY)  "
"Com-Connection-Point","CN=Com-Connection-Point,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Remote-Mail-Recipient","CN=Remote-Mail-Recipient,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)(OA;;CR;ab721a55-1e2f-11d0-9819-00aa0040529b;;AU)  "
"Class-Store","CN=Class-Store,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Query-Policy","CN=Query-Policy,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Print-Queue","CN=Print-Queue,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;PO)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;CO)(A;;RPLCLORC;;;AU)  "
"Class-Registration","CN=Class-Registration,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"ms-PKI-Private-Key-Recovery-Agent","CN=ms-PKI-Private-Key-Recovery-Agent,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Certification-Authority","CN=Certification-Authority,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"PKI-Enrollment-Service","CN=PKI-Enrollment-Service,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Category-Registration","CN=Category-Registration,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"PKI-Certificate-Template","CN=PKI-Certificate-Template,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Builtin-Domain","CN=Builtin-Domain,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPLCLORC;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Physical-Location","CN=Physical-Location,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Application-Version","CN=Application-Version,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Package-Registration","CN=Package-Registration,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Application-Site-Settings","CN=Application-Site-Settings,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Organizational-Unit","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(OA;;CCDC;bf967a86-0de6-11d0-a285-00aa003049e2;;AO)(OA;;CCDC;bf967aba-0de6-11d0-a285-00aa003049e2;;AO)(OA;;CCDC;bf967a9c-0de6-11d0-a285-00aa003049e2;;AO)(OA;;CCDC;bf967aa8-0de6-11d0-a285-00aa003049e2;;PO)(A;;RPLCLORC;;;AU)(A;;LCRPLORC;;;ED)(OA;;CCDC;4828CC14-1437-45bc-9B07-AD6F015E5F28;;AO)  "
"Organizational-Role","CN=Organizational-Role,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Application-Process","CN=Application-Process,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Organizational-Person","CN=Organizational-Person,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Application-Entity","CN=Application-Entity,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"NTFRS-Subscriptions","CN=NTFRS-Subscriptions,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPLCLORC;;;AU)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;CO)  "
"Address-Template","CN=Address-Template,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"NTFRS-Subscriber","CN=NTFRS-Subscriber,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPLCLORC;;;AU)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;CO)  "
"Address-Book-Container","CN=Address-Book-Container,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)(OA;;CR;a1990816-4298-11d1-ade2-00c04fd8d5cd;;AU)  "
"NTFRS-Settings","CN=NTFRS-Settings,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPLCLORC;;;AU)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;DA)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;CO)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;SY)  "
"ACS-Subnet","CN=ACS-Subnet,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"NTFRS-Replica-Set","CN=NTFRS-Replica-Set,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPLCLORC;;;AU)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;DA)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;CO)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;SY)  "
"ACS-Resource-Limits","CN=ACS-Resource-Limits,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLOLORCWOWDSDDTDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"NTFRS-Member","CN=NTFRS-Member,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPLCLORC;;;AU)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;DA)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;CO)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;SY)  "
"ACS-Policy","CN=ACS-Policy,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLOLORCWOWDSDDTDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"NTDS-Site-Settings","CN=NTDS-Site-Settings,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Class-Schema","CN=Class-Schema,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:S:  "
"account","CN=account,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLOLORCWOWDSDDTDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"NTDS-Service","CN=NTDS-Service,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"NTDS-Connection","CN=NTDS-Connection,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"MSMQ-Site-Link","CN=MSMQ-Site-Link,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"MSMQ-Settings","CN=MSMQ-Settings,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"MSMQ-Queue","CN=MSMQ-Queue,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"MSMQ-Migrated-User","CN=MSMQ-Migrated-User,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"MSMQ-Group","CN=MSMQ-Group,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"MSMQ-Enterprise-Settings","CN=MSMQ-Enterprise-Settings,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"MSMQ-Custom-Recipient","CN=MSMQ-Custom-Recipient,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"MSMQ-Configuration","CN=MSMQ-Configuration,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"ms-WMI-WMIGPO","CN=ms-WMI-WMIGPO,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPLCLORC;;;AU)(A;;RPWPCRLCLOCCDCRCWDWOSW;;;DA)(A;;CC;;;PA)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;SY)  "
"ms-WMI-UnknownRangeParam","CN=ms-WMI-UnknownRangeParam,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"ms-WMI-UintSetParam","CN=ms-WMI-UintSetParam,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPCCDCLCLODTRC;;;AU)  "
"ms-WMI-UintRangeParam","CN=ms-WMI-UintRangeParam,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"ms-WMI-StringSetParam","CN=ms-WMI-StringSetParam,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPCCDCLCLODTRC;;;AU)  "
"ms-WMI-Som","CN=ms-WMI-Som,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPLCLORC;;;AU)(A;;RPWPCRLCLOCCDCRCWDWOSW;;;DA)(A;;CC;;;PA)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;SY)  "
"ms-WMI-SimplePolicyTemplate","CN=ms-WMI-SimplePolicyTemplate,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPCCDCLCLODTRC;;;AU)  "
"ms-WMI-ShadowObject","CN=ms-WMI-ShadowObject,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"ms-WMI-Rule","CN=ms-WMI-Rule,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"ms-WMI-RealRangeParam","CN=ms-WMI-RealRangeParam,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"ms-WMI-RangeParam","CN=ms-WMI-RangeParam,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPCCDCLCLODTRC;;;AU)  "
"ms-WMI-PolicyType","CN=ms-WMI-PolicyType,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPLCLORC;;;AU)(A;;RPWPCRLCLOCCDCRCWDWOSW;;;DA)(A;;CC;;;PA)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;SY)  "
"ms-WMI-PolicyTemplate","CN=ms-WMI-PolicyTemplate,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPLCLORC;;;AU)(A;;RPWPCRLCLOCCDCRCWDWOSW;;;DA)(A;;CC;;;PA)(A;;RPWPCRLCLOCCDCRCWDWOSDDTSW;;;SY)  "
"Attribute-Schema","CN=Attribute-Schema,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:S:  "
"ms-WMI-ObjectEncoding","CN=ms-WMI-ObjectEncoding,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"SubSchema","CN=SubSchema,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:S:  "
"ms-WMI-MergeablePolicyTemplate","CN=ms-WMI-MergeablePolicyTemplate,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPCCDCLCLODTRC;;;AU)  "
"DMD","CN=DMD,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:31","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"ms-WMI-IntSetParam","CN=ms-WMI-IntSetParam,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPCCDCLCLODTRC;;;AU)  "
"NTDS-DSA","CN=NTDS-DSA,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"ms-WMI-IntRangeParam","CN=ms-WMI-IntRangeParam,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"Organization","CN=Organization,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"ms-TAPI-Rt-Person","CN=ms-TAPI-Rt-Person,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"ms-TAPI-Rt-Conference","CN=ms-TAPI-Rt-Conference,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
"MS-SQL-OLAPCube","CN=MS-SQL-OLAPCube,CN=Schema,CN=Configuration,DC=contoso,DC=com","1","2015-05-23 23:38:32","D:(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;DA)(A;;RPWPCRCCDCLCLORCWOWDSDDTSW;;;SY)(A;;RPLCLORC;;;AU)  "
